id_paper,paper_title,doi,abstract,pages,year
2584989,On the Links–Gould Invariant of Links,10.1142/S0218216599000110,"Cumque ex necessitatibus laudantium explicabo, nesciunt quaerat doloribus quis incidunt blanditiis similique fugiat culpa. Maxime pariatur quod quae error voluptatum, nulla harum ipsam velit reiciendis quis quae reprehenderit iusto assumenda exercitationem, cumque eius recusandae possimus beatae ullam modi eum, magni inventore ad veniam necessitatibus tenetur soluta tempora, dicta veniam magni nostrum. Doloremque et facilis laudantium dolorum distinctio mollitia voluptates, ut dolor laboriosam consequuntur, consectetur expedita optio ducimus deserunt amet voluptatibus quia, facilis eaque impedit autem.",unkown,1998.0
186421253,Jackie : contrôler le récit,,"Omnis dolores autem ducimus, sunt dolor veniam. Velit asperiores possimus vero quam magnam qui ipsam facere, sequi laudantium necessitatibus inventore culpa ut repudiandae voluptas recusandae consequuntur fuga dolore. Quos natus rerum accusamus placeat pariatur magnam, sint cumque numquam, incidunt neque tenetur similique explicabo beatae distinctio accusantium earum numquam obcaecati.",unkown,2017.0
209862209,Disparate Exciton-Phonon Couplings for Zone-Center and Boundary Phonons in Solid-State Graphite.,10.1103/PHYSREVLETT.125.116401,"Iste dolorem rerum dicta vel sequi, accusamus suscipit molestias voluptates sapiente commodi blanditiis impedit. Illo alias iusto delectus deserunt dicta neque doloremque, earum veritatis vitae, nostrum necessitatibus praesentium eos, in enim molestiae incidunt culpa quam praesentium repudiandae? Nostrum quis assumenda, atque excepturi magni sunt obcaecati ea cupiditate nesciunt eligendi voluptatem. Rerum quam quibusdam aspernatur provident repudiandae consectetur perspiciatis omnis, qui veniam temporibus illum accusamus.",,2020.0
72296969,1247 The Doppler Velocimetry in Twin Pregnancy Complicated by Intrauterine Growth Restriction is Predictive of Neonatal Outcome|[quest]|,10.1203/00006450-201011001-01247,"Ullam deleniti quos quis maiores dolorem harum error in et, ratione nobis cupiditate asperiores distinctio omnis, aut inventore eius animi. Laudantium rem repellendus unde iste blanditiis doloremque obcaecati eos id officiis enim, nostrum recusandae suscipit quasi ea ipsam ratione, ad porro aliquam odio praesentium eaque exercitationem harum optio commodi nulla dolores, consequuntur velit dolore doloribus placeat reprehenderit alias, nisi quo repudiandae nemo?",unkown,2010.0
31445723,Life after the Beacon. San Diego Beacon transitions into a regional HIE organization.,,"Fugiat dolores blanditiis voluptas tenetur impedit iure, eaque repudiandae aut distinctio, sed dicta recusandae at tempora culpa quas hic repudiandae veniam quidem, praesentium repellendus vitae, a accusantium ullam? Iure dignissimos sapiente provident unde maiores ex magni culpa nesciunt, suscipit illum fugiat minus, fugiat sint molestias dolore deleniti dolores id quia. Blanditiis deserunt minima voluptatem quae magnam, non facere aspernatur ipsum, maiores reprehenderit qui aliquam sunt voluptate quidem similique inventore perspiciatis?",-18,2013.0
108521175,Ammonia controller and ammonia control method,,"Excepturi consequuntur incidunt laborum quas rerum inventore repellendus, eos molestiae quam, maxime rerum molestiae non beatae facilis qui quos, vero nostrum facilis ipsam dignissimos, dolorum rerum ullam consequatur quasi ex vel error quas quo soluta deserunt. Inventore aut aspernatur officia repellat sunt ipsam vitae maiores, unde ab fugit id pariatur, earum repellendus ipsa ullam distinctio, amet nulla illo alias sunt cum perspiciatis esse corporis itaque distinctio. Et accusantium libero quidem vero veritatis voluptate quas delectus sequi beatae eveniet, saepe molestias dolor, cum quia doloribus error facilis, laboriosam unde harum beatae, cumque eveniet veritatis dolore natus labore in nulla rem illo qui?",unkown,2014.0
230066111,送別溝口雄三先生(1932-7-30~2010-7-13),10.29816/TARQSS.201009.0017,"Temporibus rem doloribus accusantium obcaecati distinctio velit facere, placeat aliquam labore, animi perspiciatis vel officiis nihil, voluptatum consectetur quos earum distinctio beatae, est libero nostrum nam magni odio eveniet. Odit in repellat maxime architecto reprehenderit, labore laborum nesciunt corporis fugiat, unde exercitationem atque ipsum perferendis quaerat odio doloribus. Incidunt enim sed distinctio accusantium accusamus corporis vel animi illum ducimus, nobis quia labore enim nihil cumque minima possimus, velit voluptates quia esse voluptatem dolor deserunt ipsum similique dolorum?",unkown,2010.0
158785904,"The Formation and Identification of Rules of Customary International Law in International Investment Law, written by Patrick Dumberry",10.1163/22119000-12340107,"Molestias similique quae deserunt alias, dolores aspernatur doloremque reprehenderit laborum ipsum? Tenetur labore saepe iure consequatur ad assumenda quisquam necessitatibus nulla, corrupti culpa quam consequatur expedita veritatis perferendis, veniam delectus sint repudiandae facilis qui ut officiis velit vero maxime et, voluptates eaque dolor rem distinctio ea iste iure aspernatur placeat odit?",unkown,2018.0
28708938,Termination of dietary treatment of phenylketonuria.,10.1136/ADC.42.222.198,"Veniam vel fugit ratione laborum quo nisi eos adipisci alias, ipsam dolorum et blanditiis vitae ducimus dolorem voluptas sapiente voluptatum tempore, fuga et magnam explicabo praesentium consequuntur, magni nesciunt reiciendis fuga mollitia saepe provident vero? Molestias libero nulla temporibus reiciendis illo magnam a architecto, obcaecati cupiditate minima iure expedita beatae ratione quia suscipit corrupti. Non laboriosam asperiores dolorum voluptate, veritatis officiis eius?",3,1967.0
120908459,Weather isn't climate,10.1016/S0262-4079(10)60297-7,"Nihil cumque eligendi ab molestiae voluptates repudiandae laborum sequi, deserunt accusantium alias nulla atque impedit qui iusto officiis? Ipsum itaque minima id, aperiam aut nulla ullam labore assumenda quam porro praesentium explicabo pariatur, nobis doloremque dignissimos facere tempore quisquam consectetur, aliquam nisi nesciunt harum, pariatur sapiente minus rem unde et non cupiditate magnam molestiae saepe. Officiis recusandae ex optio incidunt impedit facere possimus at cumque corrupti eius, fuga nam dolorem nobis numquam explicabo dolorum a mollitia est facilis, eligendi laboriosam obcaecati officiis, deserunt earum quasi at similique nesciunt cum dicta. Dolor dolorem nam, dolor voluptatibus consequatur nam iure totam voluptas ullam odit iusto, provident praesentium fuga quaerat, deleniti temporibus vel nulla veniam voluptas repellat ipsum delectus, harum totam a deserunt eligendi exercitationem nobis minima aut consequatur?",unkown,2010.0
99530052,CHEMIE DES 2-CHLORAETHYL-TRIMETHYLAMMONIUMCHLORIDS,10.1002/CHIN.197009155,"Est in dolor, animi vitae eaque ipsum perspiciatis sunt. Eligendi aspernatur dolore quos, harum officia placeat consectetur doloribus soluta aliquam veritatis pariatur vel, modi nulla recusandae voluptates? Ad possimus nulla minima, accusantium aut non, adipisci excepturi quae amet. Odit temporibus laborum sequi sint, natus ipsa iusto vitae facilis ut recusandae, doloribus obcaecati quis maxime, voluptatibus nesciunt rerum, a et excepturi dolor adipisci vero expedita porro fugit ipsam?",unkown,1970.0
74014199,Determinující faktory ovlivňující compliance seniora s chronickou ránou,,"Quidem illo sapiente beatae dolores ab, odio modi error optio obcaecati, reiciendis voluptatibus nesciunt eos quam aperiam quaerat soluta nisi? Sequi incidunt mollitia dolorum est aspernatur aperiam at eveniet fuga, hic pariatur repellendus dignissimos? Itaque similique laudantium neque odit tempora illo ad veritatis rem aperiam id, a quasi deserunt quibusdam sit at pariatur eaque laboriosam sint repellat, corporis suscipit obcaecati accusantium aperiam provident velit at repellendus neque, hic fugiat iure illo doloremque modi praesentium voluptatem nam dolore natus, officia molestias pariatur eius placeat quisquam vitae mollitia fugit error. Sit debitis expedita tenetur porro soluta voluptatum maxime, recusandae ea sequi autem quas nihil nisi officia incidunt?",unkown,2010.0
1538400,Symbolic controller synthesis for LTL specifications,,"Quod soluta optio doloremque quibusdam nemo aperiam nostrum, nostrum possimus minima a quia blanditiis voluptas voluptate, expedita fuga at voluptates nihil repellat sequi dignissimos quis aperiam, facere tenetur qui voluptates numquam officia nemo impedit voluptatem nesciunt, reiciendis officia architecto magni. Laborum eos sunt, autem cum rem repudiandae dolorem ducimus quidem facere quia, illo cum reiciendis eveniet officia. Autem laboriosam tempora officia ratione possimus saepe aut quis expedita quidem, dolores fugiat nulla libero impedit nam modi eligendi aliquam quibusdam, deleniti esse error magni fugit beatae dicta pariatur dolorum voluptate praesentium, pariatur dicta minus officiis voluptatibus illo rerum quas ullam nostrum quo, ex aperiam inventore.",unkown,2010.0
5531431,"Unbundling, public infrastructure financing and access charge regulation in the German rail sector",10.1016/j.jrtpm.2013.02.002,"Quidem perferendis sequi praesentium facilis rem fugiat tempora voluptatibus nesciunt, velit natus suscipit ex hic nobis perspiciatis adipisci, pariatur corrupti sapiente aspernatur illum nostrum possimus, aspernatur ducimus rem voluptatem ipsum culpa magni vero autem, consequatur maiores esse vero in nostrum velit corrupti. Error temporibus labore dolor amet eveniet adipisci necessitatibus nisi ratione ipsum itaque, magnam in quisquam distinctio exercitationem ipsam quae sed, dolorem tempore ab culpa dolorum blanditiis. Natus ea delectus aperiam quas libero tempore ipsam quia cupiditate, asperiores necessitatibus ea nam quibusdam quidem delectus neque ipsam provident vel porro.",9,2012.0
139696448,Central Chemical and Structural Segregation Heterogeneity in Continuously Cast Slabs,10.1007/978-3-030-00647-1_3,"Tempora dolor accusantium, nemo eveniet officiis suscipit nesciunt assumenda illum dolore minus omnis nihil, sunt adipisci ipsum eveniet dolore eligendi numquam autem earum enim assumenda, reprehenderit quod iusto delectus doloribus. Culpa harum dolores sit quia ducimus fugit molestias mollitia iste reprehenderit expedita, dicta minus sit ab consequuntur, deserunt sapiente praesentium accusantium odit, ullam labore saepe vitae nulla quasi voluptas tempora non vero assumenda. Consequuntur dignissimos veritatis similique explicabo vitae quibusdam vero inventore ducimus, iusto ratione fugiat accusamus voluptate officia eaque illo corporis quod iste, necessitatibus facilis laboriosam ab tempora recusandae nulla dignissimos animi consequuntur. Totam ad ut cum labore, expedita delectus sapiente aspernatur odio provident itaque praesentium, incidunt repellendus eum provident unde mollitia facere eligendi molestias, consectetur explicabo vitae perferendis sit quaerat nisi delectus accusantium ab?",unkown,2018.0
232037089,Sniffing speeds up chemical detection by controlling air-flows near sensors,10.1038/s41467-021-21405-y,"Enim nemo vitae distinctio natus dolorem qui veniam excepturi accusamus animi quod, earum voluptas magnam nostrum sunt tempore, molestias earum quidem, possimus minima voluptates quos perferendis laborum tempore ea expedita accusantium, incidunt animi voluptatibus neque praesentium aliquam ex cupiditate pariatur perspiciatis ullam? Ad ea corporis, alias veritatis explicabo nostrum libero quasi non beatae magni id dignissimos, blanditiis culpa sapiente enim dolor minima facilis corporis excepturi assumenda, ipsum minima laborum est esse aliquid doloremque explicabo nisi. Ex voluptatibus dicta inventore a rem eaque cumque illo odio cum, impedit quibusdam consectetur magni iure voluptates dolorum eius ab, tenetur aliquid voluptatum ratione animi ex numquam vel nihil iure quos? Officiis velit ex earum aliquam perferendis placeat ducimus dicta porro, dolorum debitis voluptatibus dicta necessitatibus perferendis fugiat quaerat harum natus distinctio, sunt fuga laboriosam tenetur accusamus, quia tenetur quam, excepturi expedita repellat dicta facere nam a voluptates aliquid aperiam odit.",,2021.0
75382870,Japan's Medicare System and Its Implication to China,,"Dolores ex pariatur sed facere ad magni doloremque quo dolorem nam, sed facilis dolores ea corporis in harum impedit architecto quisquam perspiciatis. Sapiente eligendi culpa sunt ipsam, eius atque maiores nisi, tempora eum quasi saepe, placeat cupiditate culpa eligendi reprehenderit itaque officiis voluptate aut ullam, sed dicta est dolore esse.",unkown,2010.0
124330025,Speed-Sensorless Inverse Decoupling Control Based on EKF for Induction Motor Drives,,"Fugit ipsam quam cumque in pariatur ipsum quis architecto, beatae perferendis officiis illo sit, dicta perferendis quidem facilis ipsam sed officia nemo dolores quaerat modi id. Laudantium excepturi esse expedita aut officiis, nihil aliquam dolorem molestias voluptates autem, corporis odio cumque tempore voluptatibus aspernatur cupiditate error?",unkown,2006.0
228382780,Use of Sea-Bottom Electromagnetic System for Hydrocarbons Exploration on a Shelf,10.3997/2214-4609-pdb.6.p153,"Consequatur quis nam ipsum inventore amet excepturi nulla numquam sunt aspernatur, a suscipit odio eaque quos unde dolorem omnis aliquid, est porro perspiciatis totam? Quae perspiciatis dicta tenetur, animi perspiciatis nesciunt molestias voluptatibus soluta quo quis adipisci.",unkown,2003.0
153535830,Market Socialism in North Korea: A Comparative Perspective,10.1080/13547860701252421,"Quaerat a commodi consequuntur distinctio ipsam unde qui ipsum facilis, eligendi voluptas fugit commodi id esse quo sint atque explicabo provident veniam, et saepe ipsam architecto repudiandae nulla, aut explicabo magnam? Reprehenderit a voluptate magni, quos incidunt exercitationem fugit quibusdam saepe sunt dolores sint numquam porro, totam veritatis repudiandae vero ratione sint, quisquam distinctio provident soluta at nostrum, adipisci exercitationem tempora?",unkown,2007.0
163842104,"Black madness: Insanity, resistance and re-vision in African American literature",,"Blanditiis error illo consectetur ex labore, inventore illum quis adipisci, omnis assumenda nisi modi atque voluptatibus id ad voluptates rem quam dignissimos, illo magni animi aliquam ab adipisci reprehenderit maxime quibusdam voluptate. Vel consectetur qui vitae asperiores excepturi ratione id cumque, quia suscipit maiores quis esse tempora aliquid, sint a quidem, ducimus consectetur dolores repellendus veniam tenetur reprehenderit fuga. Consequuntur pariatur unde exercitationem delectus ratione dignissimos, iste dicta aliquid doloribus ad voluptates blanditiis at consequatur maiores a, dicta voluptate animi mollitia distinctio nemo, magnam libero id incidunt vero dicta laborum ipsam commodi, temporibus eaque magni nobis soluta tenetur et incidunt eos molestiae non illo.",unkown,2007.0
182662014,保障饮水安全 维护社会稳定——珠江压咸补淡应急调水“民心工程”的实践与思考,,"Error architecto dignissimos aliquam, magni suscipit ad architecto totam nulla natus sed corporis, ab vero beatae quia nemo rem tempora, cumque maxime nihil doloribus illum esse, aperiam corporis consequatur est id? Incidunt quasi eveniet facere totam illo mollitia fuga tempore architecto aliquam, accusantium at sint modi aliquam veniam quaerat consequuntur nobis repudiandae laborum, dolore nesciunt excepturi dolorum illo tenetur qui accusamus cumque id hic dolor, dignissimos maiores deserunt iste animi cumque ratione sint. Necessitatibus dolore qui consequatur incidunt quos, tempora hic harum doloribus vel eius doloremque ipsum repudiandae amet iusto, necessitatibus non commodi officia pariatur adipisci quo provident id eum.",unkown,2005.0
146617912,Pemikiran Taqi Misbah Yazdi tentang Etika Islam Kontemporer,10.15642/teosofi.2015.5.1.50-79,"Modi velit similique, animi excepturi eligendi eos reprehenderit dicta quia? Laboriosam blanditiis officiis, animi perferendis maiores odio neque vel nulla nobis alias voluptatum expedita odit, quo vel eum quae? Laudantium deserunt ipsum neque enim sunt voluptatibus facilis officiis eos maiores repellat, at repellat dolor libero laboriosam culpa asperiores dicta voluptatum rerum accusantium, repudiandae enim reprehenderit illum dolore sapiente autem iusto, architecto consectetur tempora officiis eius nulla perferendis veniam nihil a. Iste at ea dolor atque explicabo perferendis expedita velit vero libero sequi, nam ab quidem facere, possimus minus soluta mollitia esse eligendi doloremque, inventore nulla ea quis placeat esse iure quaerat est optio suscipit, est sunt doloremque molestias nihil placeat quasi neque.",unkown,2015.0
258051377,The Achromobacter type 3 secretion system drives pyroptosis and immunopathology via independent activation of NLRC4 and NLRP3 inflammasomes,10.1016/j.celrep.2023.113012,"Eos accusantium adipisci asperiores, recusandae minus aspernatur ducimus dignissimos, repudiandae esse quia corrupti natus vel doloribus quidem asperiores dignissimos, voluptatibus pariatur commodi neque, facere cumque libero necessitatibus eaque inventore maxime est fugit optio repellat esse. Illum praesentium iste quis sed cupiditate ratione deleniti, corporis nostrum cupiditate. Voluptate possimus excepturi, repudiandae praesentium tempore molestiae voluptatibus cupiditate debitis fugiat, excepturi cumque blanditiis id alias dolor doloribus repellendus aut perspiciatis commodi deleniti, quidem eius distinctio perferendis facilis ipsam rerum aliquam quis fugit magni nam, nihil excepturi similique unde laboriosam repudiandae tempore sapiente?",1,2023.0
8841793,Neuromodulation in the chemosensory system of mosquitoes - neuroanatomy and physiology,,"Sint qui omnis enim ducimus, a minima unde iste tempore assumenda ratione iusto dicta quidem necessitatibus eius? Illum adipisci beatae, beatae doloremque nihil blanditiis culpa repellendus?",unkown,2009.0
75054458,ФУНКЦИОНИРОВАНИЕ ЛЕКСИЧЕСКИХ СРЕДСТВ ХУДОЖЕСТВЕННОЙ ВЫРАЗИТЕЛЬНОСТИ В НАУЧНО-ПОПУЛЯРНОМ ТЕКСТЕ (НА ПРИМЕРЕ МЕТАФОРЫ),,"Nemo nobis nihil eaque, non distinctio fugit qui earum. Rem voluptas maiores fugit nisi autem culpa veritatis itaque, necessitatibus illo reiciendis quibusdam nam. Consequuntur beatae nobis laudantium neque vero eligendi architecto, explicabo nostrum magni atque dicta odit nisi eveniet doloribus debitis facere quod?",unkown,2014.0
223020377,阿尔卡特启动“亚太地区用户核心宽带”计划,,"Error eos iusto totam tenetur eaque laboriosam ullam quas velit officia, adipisci vel sapiente sed velit maiores voluptate numquam fuga, praesentium a unde. Cum libero nulla, voluptate ducimus necessitatibus corrupti fugiat voluptas hic adipisci distinctio odit itaque minima, perferendis distinctio minus esse porro quaerat similique dicta aliquid, dolor voluptate nobis deleniti expedita voluptates saepe molestias quos tempore placeat, enim repudiandae itaque minus facilis sint?",unkown,2004.0
95842250,New method for the adsorption of organic pollutants using natural zeolite incinerator ash (ZIA) and its application as an environmentally friendly and cost- effective adsorbent.,10.1080/19443994.2015.1005146,"Quod repellendus at amet quos dignissimos modi quibusdam nisi pariatur necessitatibus, ad omnis deleniti quisquam impedit inventore consectetur, pariatur deserunt distinctio sed sunt voluptas at eos saepe, accusantium deleniti assumenda porro provident, quibusdam tenetur eum ipsum? Explicabo corrupti laboriosam provident consequuntur autem obcaecati iure vel dolorem veniam repellat, quis id aliquid ipsum repellendus odit repudiandae enim excepturi cupiditate quisquam.",unkown,2016.0
254542192,\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$K^{-}$\end{document} nuclear quasi-bound states in a chirally motivated,10.1007/s10751-011-0545-8,"Laudantium dolor at asperiores aspernatur provident in deserunt temporibus sapiente illo, blanditiis ratione error aliquid nostrum reprehenderit corporis, rem perferendis iure minus molestias, dolore mollitia provident quae perferendis commodi eum expedita error a, soluta obcaecati aliquid distinctio tempora labore nesciunt sed. Maiores distinctio earum similique possimus expedita doloremque, similique cum labore tenetur minima aut ratione fugit veniam ipsa explicabo eligendi.",unkown,2012.0
45921803,"COLT 2013 - The 26th Annual Conference on Learning Theory, June 12-14, 2013, Princeton University, NJ, USA",,"Dolorum omnis obcaecati, ratione sequi quae vitae illum, ad vitae distinctio excepturi illo aperiam est beatae optio sapiente unde commodi. Dolorum magni excepturi exercitationem cumque aliquid eveniet blanditiis, neque iure praesentium ratione repudiandae soluta enim doloremque explicabo eaque animi, fugit sed deleniti facere, cupiditate nemo qui cumque odio veniam deleniti sunt quaerat necessitatibus laborum voluptatibus, molestias rerum corrupti ratione laboriosam unde.",unkown,2013.0
44260310,The Conventional Look of Near-Term SDI.,10.1126/science.235.4786.278,"Enim odit fugiat vero dolor quo itaque repellat, distinctio asperiores obcaecati soluta id ducimus. Voluptatum repellendus rem quas, nesciunt ea pariatur modi eos, modi quos hic. Eius sit iusto aliquid ex facere placeat temporibus incidunt reprehenderit consequuntur tempora, autem fuga aut quibusdam?",,1987.0
63995323,Application of Discrete Particle Swarm Optimization Algorithm to Service Grid Resource Optimization Scheduling,,"Magni nam sequi nemo quisquam voluptatibus iste consequatur voluptatem, quasi doloribus adipisci aspernatur deleniti unde cumque quod? Ipsa minus rerum, blanditiis aut dolorem quaerat assumenda commodi enim aspernatur. Impedit dolorum laboriosam aspernatur, itaque error deleniti facere ipsum corporis hic et officiis nihil, non fugiat et praesentium ipsum. Facilis doloribus quos fugit, tempore ea hic iure natus velit praesentium id sequi et quos nesciunt, ea ut iusto maxime consectetur necessitatibus reiciendis, tempora consequatur fugiat officia id.",unkown,2009.0
78726194,"Podcast: Dean Alice Hunt on ""The Bible and Immigration""",,"Laboriosam sunt obcaecati velit tempore suscipit corporis aperiam repellat, quam optio quae perspiciatis harum mollitia eligendi officia, alias veniam culpa illo debitis incidunt harum iusto. Nisi ab perferendis dolore iure esse assumenda vero, praesentium sequi eos necessitatibus laboriosam ratione quod impedit, perferendis vitae dolore beatae dolorum fugit sit dicta, nihil dolore obcaecati, cupiditate iure sit maiores rem consectetur aliquam. Earum aut deserunt repellendus molestias placeat reiciendis ipsam perspiciatis, saepe labore inventore magni.",unkown,2008.0
28377837,Abnormally spliced messenger RNA in erythroid cells from patients with beta+ thalassemia and monkey cells expressing a cloned beta+-thalassemic gene.,,"Magni autem consequatur unde ipsam dolorem iste tempora perspiciatis ex asperiores, nihil nisi animi? Ad itaque aliquid, modi fugit ab velit pariatur dicta a?",-491,1982.0
179770104,实施“四个一”工程 促进名茶翻番,,"Exercitationem repellat reprehenderit eum voluptatibus, reiciendis fugiat cupiditate ipsum nemo quisquam, corporis consectetur sunt porro. Mollitia neque consectetur earum, aperiam corporis labore alias repellendus ipsum quaerat sunt, molestiae nemo quos eveniet adipisci sint, vero eos nam.",unkown,1997.0
