id_paper,cites_value
208710527,204422327
141993541,274826730
141993541,10767007
141993541,224576852
143271210,40748989
143271210,250861909
143271210,123453963
114189193,128951417
114189193,189363144
114189193,64718505
155235290,32558898
155235290,222476981
155235290,140222545
143805797,171855062
143805797,95085009
143805797,153987615
84576458,75054458
84576458,107093541
84576458,256024653
3572902,100981771
3572902,238118651
3572902,160470224
274888477,265449953
274888477,246728751
274888477,106896447
11540839,219269660
11540839,266192920
11540839,36830867
20311431,104420589
20311431,112731969
20311431,134389856
21209835,204699945
21209835,164757113
21209835,38132695
95663367,133731150
95663367,173091754
95663367,154824391
135978759,189960524
135978759,201499536
135978759,267105881
174697567,115641782
174697567,177335734
174697567,58894083
175838850,28485963
175838850,269078680
175838850,63102413
166730365,241207037
166730365,107061362
166730365,139399992
233561045,125189044
233561045,180209972
233561045,276372050
206643182,182004835
206643182,232430141
206643182,42375013
187893495,52832558
187893495,40409021
187893495,261252572
266092725,2835443
266092725,188142292
266092725,229386695
157504473,154036498
157504473,176658111
157504473,84025551
147568461,129052524
147568461,12648090
147568461,150094372
244767688,110396725
244767688,268633557
244767688,174660895
120451031,90337533
120451031,213995997
120451031,1080624
98850755,5157837
98850755,237917997
98850755,183107384
101906284,198743578
101906284,190552967
101906284,207494013
91142293,216893039
91142293,60734263
91142293,178434463
203268219,242921467
203268219,127274159
203268219,129442394
11902340,118430867
11902340,268586144
11902340,40409021
69689608,218778706
69689608,25205283
69689608,97475851
146001372,142905974
146001372,12456871
146001372,268933969
140955761,77071195
140955761,192652780
140955761,67865972
182253190,169116361
182253190,12781336
182253190,95599323
173323950,31562119
173323950,97130826
173323950,210251349
158481373,3573883
158481373,117573179
158481373,23750623
155998406,207494013
155998406,4226946
155998406,22638841
24938915,113483692
24938915,109521759
24938915,259059794
68911969,75054458
68911969,26729151
68911969,176658111
130029917,218879738
130029917,197552078
130029917,267979233
161365777,72131596
161365777,89672111
161365777,209773590
191312317,189101667
191312317,133029095
191312317,133747009
4266941,220265543
4266941,209349015
4266941,268933969
146800937,143805797
146800937,151712649
146800937,133250740
232451437,266654448
232451437,15487862
232451437,175403157
20657163,5531431
20657163,191182234
20657163,185029979
12781336,249490365
12781336,127940365
12781336,238580031
107674571,22680428
107674571,152842362
107674571,30647830
117124291,101906284
117124291,182633449
117124291,248381642
123858958,224332942
123858958,180096858
123858958,92221713
227794912,265094199
227794912,59519296
227794912,207818408
238169062,12494314
238169062,64739990
238169062,236900662
242994602,114851691
242994602,9995084
242994602,253440756
266015592,254906339
266015592,160372725
266015592,107801929
184913432,241457625
184913432,70915265
184913432,123111873
41283967,196155953
41283967,220046618
41283967,51423498
275647645,135795301
275647645,78012988
275647645,120458783
10823459,62245721
10823459,181490102
10823459,3573883
96780653,79604461
96780653,81114216
96780653,133747009
137875463,251028013
137875463,268586144
137875463,220653192
136011905,30351431
136011905,159988595
136011905,87115729
259570267,33350831
259570267,140458588
259570267,110396725
226263664,204422327
226263664,86589518
226263664,20324759
195195528,140541004
195195528,240446061
195195528,246852339
187066563,112731969
187066563,144834130
187066563,265318504
16182373,76169992
16182373,213995997
16182373,167078060
166668323,203563324
166668323,238412682
166668323,114681320
56204883,20324759
56204883,160463907
56204883,4266941
95532301,129442394
95532301,286934
95532301,34808071
75658845,134850102
75658845,249490365
75658845,90796197
224721158,176890316
224721158,200699168
224721158,271346278
220762846,148593540
220762846,155227647
220762846,118430867
451799,38484262
451799,193464570
451799,157348934
56396101,232010493
56396101,240108624
56396101,86313323
31951556,78780436
31951556,1587920
31951556,109911302
77429087,252567488
77429087,149435653
77429087,118530316
88451218,241457625
88451218,177877013
88451218,140971869
197729002,194222019
197729002,226380510
197729002,256477880
140055155,257987016
140055155,36891412
140055155,44459717
152911244,195527855
152911244,113483692
152911244,226781671
52892151,45488528
52892151,87580427
52892151,210804800
5122427,197710551
5122427,71840744
5122427,269215392
259056233,256359227
259056233,1583102
259056233,29216136
72710943,75054458
72710943,91275125
72710943,69847012
39800383,150569320
39800383,160443176
39800383,274368603
87338583,132988723
87338583,137875463
87338583,177326522
98502109,171687449
98502109,253211162
98502109,276792212
204047104,217319522
204047104,17085949
204047104,176121298
190595972,248381642
190595972,272399486
190595972,44340747
190821524,56117411
190821524,22883253
190821524,141993541
132077861,193506967
132077861,229415227
132077861,95532301
133029095,169932272
133029095,111915263
133029095,226214159
173333141,86389249
173333141,114816665
173333141,144085155
242709681,133731150
242709681,140055155
242709681,120681023
254906339,173783803
254906339,228028518
254906339,105733920
30981004,144638893
30981004,212775015
30981004,227141431
263908609,123945916
263908609,264048159
263908609,45352711
79719823,140458588
79719823,276474591
79719823,171513173
245951771,238370823
245951771,254542192
245951771,71840744
82080195,135256369
82080195,267592515
82080195,139112949
258434131,246505937
258434131,127935133
258434131,159480022
236599323,97972957
236599323,186576018
236599323,22704506
154191583,46448766
154191583,194421838
154191583,216445863
856452,254906339
856452,276616737
856452,265433109
74253436,268788062
74253436,21130308
74253436,145990509
90796197,198980342
90796197,30450922
90796197,170056974
148751422,197552078
148751422,36830867
148751422,16780728
121024831,63601420
121024831,145882738
121024831,75660530
184483697,144876679
184483697,71604150
184483697,189265637
260501554,37190486
260501554,85128723
260501554,233227270
275296931,192201609
275296931,98808134
275296931,228253192
193464570,258096759
193464570,251746131
193464570,99125297
59247798,259056233
59247798,238514536
59247798,87338583
72041500,242751525
72041500,249434685
72041500,40748989
233227270,123102535
233227270,44941603
233227270,115641782
42042086,86389249
42042086,4091569
42042086,228616712
239956590,234985325
239956590,246519435
239956590,15143374
221668019,84701951
221668019,57277532
221668019,247111381
24343427,204047104
24343427,121000748
24343427,32054915
225808943,211980572
225808943,177996872
225808943,35995700
124016355,152959548
124016355,276372050
124016355,189363144
272399486,148833563
272399486,87338583
272399486,171513173
167425546,255362265
167425546,92697125
167425546,89252310
182392526,202956655
182392526,112240780
182392526,94452909
177927653,78370207
177927653,40288433
177927653,251685294
178260148,227649152
178260148,20324759
178260148,52832558
53552145,78780436
53552145,72419074
53552145,93058293
202182175,249778750
202182175,274429381
202182175,261934969
274424848,187066563
274424848,267535559
274424848,107061362
24796199,154191583
24796199,158481373
24796199,222795943
38836509,24343427
38836509,83505761
38836509,13624171
71604150,108696045
71604150,170056974
71604150,230061630
32030403,163840975
32030403,154286856
32030403,257519651
101238913,140742027
101238913,72296969
101238913,8807151
60462770,4091569
60462770,237695639
60462770,72082825
189114314,185464799
189114314,126569443
189114314,130239324
209349015,266836272
209349015,254906339
209349015,200071997
176564404,158481373
176564404,138464820
176564404,56884273
98089442,75660530
98089442,124330025
98089442,41134582
231651127,208754449
231651127,158290175
231651127,196155953
28530716,164068199
28530716,149415857
28530716,193158733
79698507,74935348
79698507,242789618
79698507,179313804
244767641,193011279
244767641,197552078
244767641,156070351
199667687,216385176
199667687,272069913
199667687,94597918
12652081,143387588
12652081,72710943
12652081,170700747
61829027,232225998
61829027,189363144
61829027,61996730
106888776,177242513
106888776,266160913
106888776,197834658
125833637,121000748
125833637,27637369
125833637,148643233
88241020,71739227
88241020,174572347
88241020,103850001
148593540,232668995
148593540,20656057
148593540,160470224
175403157,253954611
175403157,24182494
175403157,3545675
22221476,221668019
22221476,136960986
22221476,255279354
259597407,253440756
259597407,244767641
259597407,180851446
128578470,208710527
128578470,119645431
128578470,271861965
258311982,56431098
258311982,98850755
258311982,232010493
202676897,157301213
202676897,90470397
202676897,17012664
129170273,165097918
129170273,226794449
129170273,237907493
70983763,61165368
70983763,9058054
70983763,11839620
136599075,121072384
136599075,127333959
136599075,91015920
70915265,237917997
70915265,179026004
70915265,266836272
58659163,36087052
58659163,261119959
58659163,248929685
55550503,77548164
55550503,100221604
55550503,35824332
148009834,72450894
148009834,124016355
148009834,242709681
101638070,139704313
101638070,242827109
101638070,58105514
153987615,114177861
153987615,248243677
153987615,218325541
73420227,54192166
73420227,123497221
73420227,164886137
261119959,106944413
261119959,262106835
261119959,234554129
220653192,177767787
220653192,201742724
220653192,267429551
118955455,207295539
118955455,184573971
118955455,44941603
99541138,100771816
99541138,44317085
99541138,132077861
45352711,89672111
45352711,235482877
45352711,78386716
137200542,265892095
137200542,34881193
137200542,38582881
256359227,59304362
256359227,160488031
256359227,162586003
265433109,259847336
265433109,251058362
265433109,244449421
218778706,130800542
218778706,20657163
218778706,112215425
42375013,177710677
42375013,242980809
42375013,257519651
32999889,74253436
32999889,133473369
32999889,246016964
77909284,34562712
77909284,193422654
77909284,152523251
78780436,248381642
78780436,97475851
78780436,206643182
125983630,155784084
125983630,184483697
125983630,85848648
117257273,272069913
117257273,102319425
117257273,155741816
120059081,211980572
120059081,163840975
120059081,59304362
179125742,176693477
179125742,115641782
179125742,265367
217022858,9877888
217022858,144191996
217022858,239149353
239282081,265789510
239282081,225808943
239282081,258733880
246081813,201499536
246081813,193212873
246081813,5517
62245721,272069913
62245721,186421253
62245721,206208223
133242855,71000541
133242855,157879800
133242855,228244847
26053687,177359170
26053687,12348218
26053687,93165633
275991627,172178317
275991627,152490285
275991627,31562119
56884273,95839847
56884273,251346531
56884273,241431325
161659943,107429444
161659943,198965504
161659943,193736362
297866,254816892
297866,153987615
297866,45076974
124282210,183107384
124282210,18931661
124282210,193212873
24394861,72419074
24394861,241207037
24394861,221091574
248348469,167782234
248348469,128754007
248348469,135256369
112194519,75658845
112194519,258986251
112194519,72450894
177195046,25563630
177195046,251346531
177195046,241207037
225475696,120915933
225475696,250861909
225475696,12814299
82826594,35824332
82826594,234664153
82826594,84576458
92402955,175980049
92402955,95706601
92402955,230061630
20129802,155113241
20129802,125833637
20129802,269284225
97372547,143805797
97372547,91847217
97372547,155784084
181924342,246016964
181924342,2584989
181924342,231449794
209697127,19464545
209697127,98850755
209697127,108229363
157624680,10372032
157624680,56117411
157624680,126311633
122343240,127333959
122343240,89955565
122343240,168049290
257907297,230066111
257907297,258733880
257907297,63995323
105733920,220671582
105733920,201499536
105733920,147515468
114816665,86238802
114816665,179770104
114816665,254416031
134389856,180563212
134389856,190794198
134389856,147319514
249715868,71000541
249715868,193215078
249715868,236388096
49680314,151661545
49680314,147568461
49680314,136011905
58832119,108521175
58832119,174660895
58832119,187284982
142224607,144155845
142224607,78012988
142224607,158785904
170297533,40409021
170297533,62621822
170297533,160443176
247043693,80242383
247043693,164043531
247043693,108804206
123885618,130278157
123885618,175838850
123885618,258434131
23583645,114693316
23583645,148440268
23583645,246870231
196991008,40409021
196991008,241457625
196991008,274429381
11712803,174967334
11712803,96360762
11712803,163309631
64607784,213424524
64607784,156027639
64607784,190821524
102021713,170118209
102021713,269078680
102021713,116891152
182633449,96189724
182633449,145604338
182633449,258733880
160358904,228804436
160358904,8678349
160358904,215864226
27938002,35115228
27938002,110054961
27938002,179627923
203563324,252367265
203563324,239684302
203563324,16182373
286934,16713865
286934,124305949
286934,178481735
10372032,192905632
10372032,30624879
10372032,253377129
68382263,251028013
68382263,216143742
68382263,75826351
65165576,9840079
65165576,107429444
65165576,125833637
140065224,183026403
140065224,117544639
140065224,130278157
142152365,56204883
142152365,37865428
142152365,229415227
252567488,141256748
252567488,136570958
252567488,189146647
211453941,203273128
211453941,157348934
211453941,218778706
51423498,115758949
51423498,123854659
51423498,235482877
155959512,241857179
155959512,138074544
155959512,209114420
140742027,42353577
140742027,237996594
140742027,181447154
80100071,190590286
80100071,101271052
80100071,209349015
73945299,168049290
73945299,241457625
73945299,130092449
56117411,79719823
56117411,113369758
56117411,239075971
2539435,160470224
2539435,193744423
2539435,127486894
193215078,29216136
193215078,117257273
193215078,86493820
159484974,181950373
159484974,113089354
159484974,266192920
216893039,92302357
216893039,53767599
216893039,196973953
209114420,158084269
209114420,231651127
209114420,8613414
255167329,95256592
255167329,123858958
255167329,143894544
43368940,238118651
43368940,131065340
43368940,223700854
87960219,90779428
87960219,32999889
87960219,146698268
112240780,238118651
112240780,270120785
112240780,262106835
137322662,821454
137322662,8344168
137322662,40409021
119407158,176105454
119407158,4226946
119407158,19186394
69847012,25512387
69847012,194222019
69847012,156354689
149649191,126354601
149649191,114851691
149649191,261596432
254816892,95184218
254816892,155235290
254816892,133250740
231134442,70983763
231134442,35824332
231134442,104169610
126569443,95085009
126569443,4916573
126569443,38132695
243570411,32054915
243570411,98502109
243570411,23366497
241857179,85579053
241857179,130290842
241857179,156214578
212525885,41327110
212525885,225707626
212525885,237455926
176693477,108229363
176693477,77909284
176693477,90779428
180267999,82872225
180267999,18797550
180267999,117008452
199753727,236900662
199753727,232451437
199753727,117573179
5157837,160358904
5157837,151661545
5157837,32672932
20990370,4689269
20990370,79755043
20990370,111585391
40915910,218717587
40915910,23750623
40915910,191182234
276618343,216172135
276618343,98808134
276618343,451799
195065793,222963618
195065793,191182234
195065793,82337523
17893987,3809397
17893987,15123378
17893987,211910652
259943626,218717587
259943626,253440756
259943626,165452711
113470551,114177861
113470551,28183985
113470551,253954611
45576611,81114216
45576611,241369500
45576611,87580427
128754007,253320667
128754007,79798660
128754007,27819708
255279354,147568461
255279354,171895278
255279354,72441177
258483496,270566039
258483496,179627923
258483496,169148550
201960511,59519296
201960511,144191996
201960511,107579035
171895278,121058446
171895278,165099956
171895278,158302151
246728751,227783985
246728751,158049062
246728751,152842362
168251413,44569165
168251413,79755043
168251413,31562119
201997859,145866415
201997859,243394169
201997859,174967334
4031381,266000288
4031381,31801736
4031381,162950202
20676059,11902340
20676059,189363144
20676059,12494314
34855539,179627923
34855539,133690002
34855539,137794495
111252001,146061299
111252001,22458615
111252001,181447154
89635942,26729151
89635942,203490721
89635942,72441177
230177715,177028599
230177715,173629202
230177715,32012404
245101563,187784966
245101563,163309631
245101563,234664153
147319514,26409755
147319514,139698055
147319514,82080195
170396947,91275125
170396947,5436643
170396947,138266300
183569219,260761391
183569219,87580427
183569219,107429444
210268882,217319522
210268882,129166873
210268882,89562417
118806022,17085949
118806022,236388096
118806022,232010493
95796464,270439980
95796464,136599075
95796464,63483079
240989414,155125932
240989414,26729151
240989414,73804102
135197892,151661545
135197892,177195046
135197892,134044432
184052487,112594653
184052487,169116361
184052487,233561045
198743578,11253311
198743578,148833563
198743578,124282210
82369106,265466194
82369106,125468
82369106,220381901
222548490,76087004
222548490,170943238
222548490,190821524
129442394,246833914
129442394,96364559
129442394,224576852
262378498,92783053
262378498,143501298
262378498,70826787
215725635,227142366
215725635,22680428
215725635,97840580
80242383,226794449
80242383,181135807
80242383,68907658
91811950,109030589
91811950,200699168
91811950,192905632
106944413,193903969
106944413,188537316
106944413,99530052
179203891,169754719
179203891,185792436
179203891,272069913
182666887,92441132
182666887,94311139
182666887,147515468
228759344,139698055
228759344,26724364
228759344,272239754
204191304,99905398
204191304,138266300
204191304,226105113
213995997,95532301
213995997,87960219
213995997,162011604
251549362,227094375
251549362,158785904
251549362,143503140
96360762,204047104
96360762,87732529
96360762,27819708
33350831,146001372
33350831,227028000
33350831,264045200
257934434,179402977
257934434,156067902
257934434,72041500
235772821,202512813
235772821,121024831
235772821,126354601
135855640,9157857
135855640,177710677
135855640,220762846
144876679,236900662
144876679,172660650
144876679,32999889
158195650,12385015
158195650,93426870
158195650,255279354
155193855,85183888
155193855,84701951
155193855,145866415
164239136,116935561
164239136,228253192
164239136,198971706
75257476,102531342
75257476,85128723
75257476,177028599
270566039,10767007
270566039,58375456
270566039,153886614
193698668,242389350
193698668,271891885
193698668,184483697
235478839,249910339
235478839,238916543
235478839,127834029
274826730,59269509
274826730,171513173
274826730,149649191
30624879,269995549
30624879,238730546
30624879,126664440
218565287,161365777
218565287,63995323
218565287,195065793
126354601,138074544
126354601,144834130
126354601,175636690
235482877,37740332
235482877,193575406
235482877,275684257
23958943,155784084
23958943,8969205
23958943,181986676
106435581,39766075
106435581,197491316
106435581,95773712
113009492,20578947
113009492,96364559
113009492,56884273
77319590,166258699
77319590,174305888
77319590,21033558
185335635,78617183
185335635,85224412
185335635,161887722
155003070,224775136
155003070,246505937
155003070,75826351
71625186,121058446
71625186,238730546
71625186,196973953
11839620,223700854
11839620,243134242
11839620,91811950
53709799,263743007
53709799,183340401
53709799,126354601
24889326,151661512
24889326,229726132
24889326,180267999
72450894,170056974
72450894,166082263
72450894,241694932
80248340,262195095
80248340,76169992
80248340,130290842
45968027,26833352
45968027,186291484
45968027,238118651
128735081,30647830
128735081,182036788
128735081,137322662
230649470,193744423
230649470,34808071
230649470,156067902
168982943,139112949
168982943,124582299
168982943,230536434
172981356,89497667
172981356,97836171
172981356,130290842
180851446,113470551
180851446,268788062
180851446,89681121
231845683,122828144
231845683,250381418
231845683,133242855
12578342,174572347
12578342,157277247
12578342,121072384
87115729,18495988
87115729,216955674
87115729,18527211
67378732,236599323
67378732,265449953
67378732,144085155
99125297,163046410
99125297,80490809
99125297,224922521
178921911,2676686
178921911,258311982
178921911,238514536
223216049,130800542
223216049,188560248
223216049,72929008
224117480,173783803
224117480,208797490
224117480,197552078
32558898,79824318
32558898,145054684
32558898,107674571
191548549,170137887
191548549,162304137
191548549,88494079
256477880,130092449
256477880,145440105
256477880,266836272
186202866,120059081
186202866,96546314
186202866,137322662
177326522,20656057
177326522,229066993
177326522,123374106
183931904,266092725
183931904,56117411
183931904,114693316
222795943,37190486
222795943,102925719
222795943,128735081
89672111,69689608
89672111,31753968
89672111,34881193
13624171,85183888
13624171,44423388
13624171,55296916
228761829,77924379
228761829,25512387
228761829,125188815
189413403,63077811
189413403,114177861
189413403,200071997
33699769,256024653
33699769,233089931
33699769,184483697
204330765,95955136
204330765,1585773
204330765,138833630
19570819,28708938
19570819,265892095
19570819,71625186
77518966,7344439
77518966,123102535
77518966,185029979
123945916,154840280
123945916,148294100
123945916,79719823
226559574,123885618
226559574,214234949
226559574,181950373
269893623,165097918
269893623,94706833
269893623,10767007
113500795,256024653
113500795,146061299
113500795,90796197
89681121,61248947
89681121,58319686
89681121,138833630
136960986,93058293
136960986,269893623
136960986,232638501
73576704,253631418
73576704,123041739
73576704,124796951
195527855,203889172
195527855,118430867
195527855,76359835
269284225,100221604
269284225,148807184
269284225,151661512
255989970,170137887
255989970,2835443
255989970,95796464
78402966,237996594
78402966,253440756
78402966,85183888
59519296,246870231
59519296,269078680
59519296,113483692
68206240,164495191
68206240,239075971
68206240,193212873
84949233,71604150
84949233,91811950
84949233,239414608
165097918,201960511
165097918,58604640
165097918,148110146
238370823,126180090
238370823,69847012
238370823,142493373
22458615,7385589
22458615,155003070
22458615,200699168
140971869,213995997
140971869,69847012
140971869,268186377
135926710,169269699
135926710,5436643
135926710,159988595
7626067,251685294
7626067,238118651
7626067,216579098
124305949,101906284
124305949,195195528
124305949,128916654
100221604,259056233
100221604,177927653
100221604,108019820
54906206,220188198
54906206,125961332
54906206,241431325
193575406,183107384
193575406,223719273
193575406,78012988
208345781,38484262
208345781,79616434
208345781,189906818
23072415,213984658
23072415,108019820
23072415,246833966
25826502,136011905
25826502,269215392
25826502,266015592
34974323,193158733
34974323,218717587
34974323,16713865
268670837,241431325
268670837,224297388
268670837,30981004
232430141,21811786
232430141,80547050
232430141,244767688
252367265,220381901
252367265,238370823
252367265,195490351
26724364,154840280
26724364,242789618
26724364,144638893
90415210,155003070
90415210,107567019
90415210,196172681
121181276,148692934
121181276,153031852
121181276,276240962
132047294,149415857
132047294,111252001
132047294,58698005
167782234,155193855
167782234,163001731
167782234,4091569
179026004,63444480
179026004,236388096
179026004,22771054
196026910,144228684
196026910,179738434
196026910,94597918
265449953,229386695
265449953,86276085
265449953,218288923
155125932,185029979
155125932,159480022
155125932,233030230
36087052,110396725
36087052,179313804
36087052,232430141
31562119,249715868
31562119,212066202
31562119,196384259
88812793,22492721
88812793,215725635
88812793,248442242
125058569,31801736
125058569,275072689
125058569,131298692
113369758,142824826
113369758,193118703
113369758,72082825
110396725,108947316
110396725,120915933
110396725,261119959
216955674,71840744
216955674,35995700
216955674,98722530
130113484,267979233
130113484,170372814
130113484,197710551
130800542,198743578
130800542,143805797
130800542,246870231
155113241,135197892
155113241,72710943
155113241,32030403
6350943,143314410
6350943,233999098
6350943,172660650
203720147,75658845
203720147,20324759
203720147,22492721
12965936,22676250
12965936,181188876
12965936,102021713
95789001,32672932
95789001,112364604
95789001,128735081
195490351,173629202
195490351,15143374
195490351,269995549
237996594,157879800
237996594,90144572
237996594,121181276
159471213,80547050
159471213,109911302
159471213,228790975
183340401,3169581
183340401,173705177
183340401,259847336
189363144,22680428
189363144,27637369
189363144,152911244
18019367,63483079
18019367,116935561
18019367,121024831
268186377,1272980
268186377,5185897
268186377,226794449
145604338,87580427
145604338,108683817
145604338,94319145
177710677,111864947
177710677,86276085
177710677,218924507
181067981,63601420
181067981,98089442
181067981,174305888
182230044,164474515
182230044,252263971
182230044,190396583
190518241,145604338
190518241,267950915
190518241,132077861
253211162,268855060
253211162,162826464
253211162,188542423
228244847,111915263
228244847,268108434
228244847,12390429
113089354,133747009
113089354,58319686
113089354,8552735
274797030,61248947
274797030,183026403
274797030,220653192
15487862,124872297
15487862,24889326
15487862,223296435
28485963,264786586
28485963,89497649
28485963,26409755
181969625,270706290
181969625,167981064
181969625,197491316
29216136,181924342
29216136,246774271
29216136,178830209
193895118,137000631
193895118,149269199
193895118,54041159
96808376,251028013
96808376,88777166
96808376,102021713
3573883,195770583
3573883,146001372
3573883,169269699
276616737,130278157
276616737,135675452
276616737,100221604
80490809,88241020
80490809,78402966
80490809,80100071
193736362,169116361
193736362,4916573
193736362,201911033
193744423,76087004
193744423,160841977
193744423,115758949
190590286,192905632
190590286,167449276
190590286,169116361
127616202,228771901
127616202,95256592
127616202,224332942
132963287,16423144
132963287,96364559
132963287,250677196
109458601,181188876
109458601,228219693
109458601,95085009
52040671,189101667
52040671,255362265
52040671,78061338
2677056,262106835
2677056,850452
2677056,85183888
246852339,275296931
246852339,216955674
246852339,136511422
8678349,114816665
8678349,821454
8678349,95789001
22638841,160841977
22638841,207475197
22638841,113704412
62173528,26724364
62173528,11540839
62173528,223400493
34808071,257907297
34808071,171164223
34808071,140458588
126664440,77518966
126664440,85579053
126664440,214234949
110714546,106474994
110714546,163840975
110714546,80403400
208754449,108521175
208754449,197022186
208754449,74989389
220381901,177195046
220381901,268108434
220381901,76757922
218924507,179125742
218924507,242921467
218924507,247043693
251746131,226263664
251746131,89744795
251746131,8515794
72235275,262989515
72235275,226781671
72235275,166730365
138464820,223700854
138464820,189216924
138464820,177195046
85339728,64309173
85339728,8613414
85339728,121024831
112710859,22771054
112710859,12385015
112710859,241678153
109030589,145990509
109030589,265892095
109030589,107061362
109495592,130239324
109495592,56117411
109495592,123497221
268586144,204699945
268586144,79824318
268586144,130498285
161446094,114767675
161446094,32595012
161446094,10568773
127940365,90270929
127940365,227783985
127940365,78402966
136436401,222963618
136436401,216579098
136436401,36891412
138568261,190595972
138568261,71205265
138568261,71000541
88777166,260761391
88777166,122855906
88777166,259943626
148294100,127333959
148294100,91653366
148294100,149202769
220265543,119731774
220265543,195195528
220265543,9058054
85648104,240446061
85648104,255033823
85648104,207803296
238412682,78780436
238412682,213984658
238412682,128608377
230536434,191312317
230536434,45576611
230536434,179770104
233698238,246791657
233698238,117403943
233698238,208754449
243134242,253631418
243134242,265094199
243134242,180851446
241678153,233561045
241678153,111252001
241678153,206992014
208100330,177927653
208100330,58324198
208100330,225707626
26729151,204191304
26729151,2016936
26729151,32558898
844951,133029095
844951,239282081
844951,60462770
16985969,181969625
16985969,226781671
16985969,179026004
90084775,45968027
90084775,244981722
90084775,197710551
79616434,190518241
79616434,187727042
79616434,84329800
148643233,122383054
148643233,236810575
148643233,201960511
150094372,286934
150094372,15128411
150094372,193895118
173504418,191866335
173504418,113500795
173504418,59269509
192905632,117008452
192905632,152842362
192905632,218707509
228028518,117124291
228028518,24492976
228028518,100771816
196155953,20129802
196155953,99530052
196155953,183026403
167974175,123374106
167974175,130445160
167974175,78061338
206127782,90048111
206127782,237907493
206127782,166730365
265367,72710960
265367,93930959
265367,237996594
152085783,126354601
152085783,117403943
152085783,201499536
1587920,72710943
1587920,203273128
1587920,15123378
94311139,240534061
94311139,245332254
94311139,41593220
75814934,78386716
75814934,1080624
