author_id,affiliation
101990005.0,Barcelona Supercomputing Center
115284940.0,ETH Zurich
115011725.0,Barcelona Supercomputing Center
50485336.0,Google
119079130.0,Barcelona Supercomputing Center
84059867.0,Barcelona Supercomputing Center
70105246.0,MIT
47290560.0,ETH Zurich
144124971.0,Amazon
6569955.0,ETH Zurich
95079734.0,Google
4844007.0,UPC
2272719722.0,Google
1390019421.0,Amazon
9816585.0,Google
16187265.0,Amazon
32147705.0,Amazon
8392859.0,Barcelona Supercomputing Center
2054989959.0,Amazon
21095332.0,MIT
2103505370.0,Google
11027270.0,Google
14056692.0,Amazon
14802924.0,ETH Zurich
2143083.0,ETH Zurich
47351109.0,UPC
143728785.0,Amazon
148519053.0,ETH Zurich
2214063520.0,ETH Zurich
123610733.0,Google
2055421911.0,MIT
144363156.0,UPC
134887948.0,MIT
14305069.0,ETH Zurich
6016055.0,Amazon
9791019.0,Barcelona Supercomputing Center
2679821.0,Amazon
49647668.0,UPC
94592074.0,MIT
80872906.0,MIT
2338498698.0,UPC
117048839.0,Google
2093465020.0,ETH Zurich
118420447.0,Google
46700150.0,Amazon
11214075.0,UPC
2059059835.0,Google
2110855585.0,ETH Zurich
145209538.0,MIT
153733134.0,ETH Zurich
41222822.0,Barcelona Supercomputing Center
2134488301.0,ETH Zurich
2056029777.0,Amazon
69041055.0,ETH Zurich
51441487.0,Amazon
46536738.0,ETH Zurich
2299928105.0,ETH Zurich
66516107.0,ETH Zurich
50162618.0,Barcelona Supercomputing Center
48244481.0,ETH Zurich
134435504.0,ETH Zurich
1423411984.0,ETH Zurich
91052767.0,Google
104548014.0,UPC
49239396.0,UPC
103407912.0,Amazon
2125896723.0,Barcelona Supercomputing Center
66459636.0,Google
50427181.0,UPC
13731193.0,UPC
136271667.0,Google
4480757.0,Barcelona Supercomputing Center
2053308994.0,Amazon
89766504.0,Amazon
101137548.0,MIT
5386209.0,UPC
2488785.0,UPC
8108811.0,MIT
1922575.0,Google
3950608.0,MIT
1388119777.0,Google
3386747.0,Amazon
123099023.0,Amazon
103606564.0,Google
1445458625.0,Amazon
50258095.0,UPC
2053271263.0,Barcelona Supercomputing Center
2191370418.0,Amazon
2064142851.0,Barcelona Supercomputing Center
3845217.0,MIT
16154559.0,Barcelona Supercomputing Center
4869158.0,Barcelona Supercomputing Center
2076315179.0,Google
2140926003.0,MIT
2087429844.0,Google
143892357.0,Google
91366955.0,Barcelona Supercomputing Center
2622265.0,UPC
2264376.0,ETH Zurich
2118473746.0,Amazon
51440475.0,ETH Zurich
49048431.0,Google
113816276.0,UPC
2138959057.0,Google
37243824.0,ETH Zurich
51980548.0,ETH Zurich
118437792.0,Amazon
115516614.0,Amazon
72036780.0,Amazon
88184513.0,Amazon
14428486.0,ETH Zurich
40496610.0,Barcelona Supercomputing Center
145251367.0,Amazon
73125554.0,MIT
5060753.0,Google
52358974.0,UPC
2467758.0,Barcelona Supercomputing Center
151329659.0,Google
87345694.0,Barcelona Supercomputing Center
15713788.0,MIT
2074731410.0,UPC
66191910.0,ETH Zurich
2109395110.0,UPC
20648729.0,Google
145210576.0,Google
13040167.0,Google
2297202062.0,MIT
101320306.0,Google
39154951.0,Barcelona Supercomputing Center
93335498.0,Google
145779137.0,UPC
144740107.0,Amazon
47465602.0,MIT
2107223825.0,Amazon
3786061.0,MIT
108638136.0,ETH Zurich
46891901.0,Barcelona Supercomputing Center
6666776.0,ETH Zurich
2153578242.0,Google
88002945.0,Barcelona Supercomputing Center
70163503.0,Google
14712231.0,Amazon
2143717163.0,MIT
52197780.0,UPC
136050405.0,MIT
2108794609.0,Barcelona Supercomputing Center
2253625257.0,Amazon
113627218.0,UPC
50389005.0,Amazon
93575478.0,MIT
104498223.0,Amazon
2226142545.0,MIT
23527889.0,ETH Zurich
147251436.0,UPC
100486684.0,Barcelona Supercomputing Center
32749807.0,UPC
4372456.0,ETH Zurich
48635242.0,Barcelona Supercomputing Center
116051190.0,Barcelona Supercomputing Center
38850831.0,MIT
2190066417.0,UPC
6754195.0,UPC
34775790.0,ETH Zurich
97351334.0,ETH Zurich
5304035.0,Google
145623209.0,ETH Zurich
3679386.0,MIT
1941421.0,Amazon
48247044.0,ETH Zurich
2090532368.0,MIT
98240220.0,MIT
116305638.0,ETH Zurich
1708223632.0,ETH Zurich
39071258.0,Amazon
11961836.0,MIT
2264990341.0,Google
15505299.0,Google
5556512.0,Barcelona Supercomputing Center
69910439.0,MIT
145685789.0,Barcelona Supercomputing Center
2064246782.0,Amazon
2342054054.0,ETH Zurich
4192540.0,Google
73138312.0,MIT
144536499.0,MIT
72412328.0,Amazon
16248534.0,MIT
1972896.0,UPC
4667699.0,ETH Zurich
52075397.0,Barcelona Supercomputing Center
3675716.0,ETH Zurich
2283256528.0,UPC
143735078.0,Amazon
69467973.0,UPC
6427667.0,Barcelona Supercomputing Center
46180846.0,MIT
145991718.0,Barcelona Supercomputing Center
2005841732.0,Barcelona Supercomputing Center
1798953991.0,ETH Zurich
49605144.0,Google
2181659493.0,UPC
1404524849.0,ETH Zurich
2763309.0,Google
31442421.0,Google
144671090.0,MIT
21473766.0,Amazon
103044401.0,Amazon
145736293.0,Amazon
79796437.0,Google
2317079531.0,Amazon
1399136582.0,MIT
34452719.0,Amazon
3136536.0,Amazon
2042547805.0,ETH Zurich
48921955.0,UPC
149131064.0,Amazon
3595759.0,ETH Zurich
2256331184.0,UPC
9794008.0,MIT
73541751.0,Google
89679511.0,Google
2266014.0,Google
135176989.0,ETH Zurich
1409447952.0,MIT
73282333.0,MIT
2110621917.0,MIT
12572739.0,Google
4069850.0,MIT
14776359.0,ETH Zurich
2244482821.0,Google
143615646.0,Google
13572038.0,ETH Zurich
83424562.0,Barcelona Supercomputing Center
4092855.0,Amazon
94174695.0,ETH Zurich
6837755.0,ETH Zurich
2243592619.0,Amazon
143644398.0,Google
100818821.0,Google
103133337.0,Barcelona Supercomputing Center
2773796.0,Google
114088913.0,ETH Zurich
2239810481.0,Amazon
74925626.0,MIT
31461755.0,ETH Zurich
152309341.0,ETH Zurich
145177048.0,UPC
3410185.0,ETH Zurich
49089634.0,Google
98755170.0,Amazon
1441229064.0,Amazon
2126149186.0,Barcelona Supercomputing Center
145399639.0,Google
38315670.0,Google
6576435.0,Barcelona Supercomputing Center
13310688.0,UPC
5303727.0,Barcelona Supercomputing Center
67213530.0,UPC
31984392.0,Barcelona Supercomputing Center
66026197.0,Amazon
7012632.0,MIT
104090208.0,Barcelona Supercomputing Center
2405073.0,MIT
102402231.0,Barcelona Supercomputing Center
72013689.0,MIT
2074613955.0,MIT
2988600.0,Barcelona Supercomputing Center
88660975.0,MIT
2177069171.0,Barcelona Supercomputing Center
145378244.0,ETH Zurich
2334111.0,ETH Zurich
6839870.0,Barcelona Supercomputing Center
82855270.0,MIT
9205760.0,Barcelona Supercomputing Center
46989663.0,Barcelona Supercomputing Center
80211433.0,MIT
143601763.0,UPC
120168370.0,MIT
46977347.0,Google
3651262.0,Amazon
6174320.0,Amazon
2143260724.0,Amazon
71738190.0,Amazon
40772603.0,ETH Zurich
5568885.0,ETH Zurich
4842067.0,Barcelona Supercomputing Center
1489349212.0,Amazon
6208680.0,MIT
32899884.0,MIT
31788569.0,UPC
80715900.0,UPC
2032675.0,Barcelona Supercomputing Center
71722397.0,UPC
48900517.0,UPC
152348512.0,ETH Zurich
2138956017.0,Amazon
6585172.0,ETH Zurich
2277339053.0,Google
1432336369.0,ETH Zurich
2131724061.0,Amazon
144436549.0,Barcelona Supercomputing Center
120161405.0,ETH Zurich
4838626.0,MIT
2054918565.0,Amazon
2237570099.0,MIT
74932086.0,Google
2146661880.0,MIT
40370033.0,UPC
37590659.0,UPC
4759680.0,ETH Zurich
2237809085.0,ETH Zurich
144482682.0,Barcelona Supercomputing Center
3431274.0,Amazon
2250630394.0,MIT
2110243014.0,UPC
2052691586.0,Google
86947694.0,UPC
18951389.0,UPC
9205229.0,Barcelona Supercomputing Center
2128908430.0,MIT
2297199414.0,ETH Zurich
2163818089.0,UPC
2113775536.0,Amazon
97438928.0,MIT
117307328.0,ETH Zurich
5544325.0,Amazon
104667021.0,MIT
40631102.0,ETH Zurich
91615000.0,Amazon
82978423.0,Barcelona Supercomputing Center
2058684878.0,Google
71009834.0,MIT
148072926.0,Barcelona Supercomputing Center
34948956.0,UPC
2108897111.0,MIT
144623033.0,Amazon
144940866.0,Google
2108840185.0,MIT
88700271.0,UPC
143963032.0,Amazon
97495091.0,Barcelona Supercomputing Center
52103764.0,MIT
8140599.0,MIT
1399212341.0,MIT
46348340.0,Google
12801075.0,Barcelona Supercomputing Center
98592845.0,ETH Zurich
51174839.0,Amazon
134629235.0,Google
2064376523.0,Google
39878913.0,MIT
75132953.0,MIT
74040830.0,Amazon
2297691994.0,MIT
8809933.0,UPC
50376709.0,UPC
2321606759.0,Amazon
92912327.0,Google
2574706.0,Google
98431225.0,Barcelona Supercomputing Center
46422045.0,Google
4127145.0,Amazon
5819775.0,Google
65792249.0,Barcelona Supercomputing Center
102242165.0,Barcelona Supercomputing Center
8677434.0,ETH Zurich
101216153.0,Amazon
2237861754.0,Barcelona Supercomputing Center
2069360468.0,MIT
122792344.0,ETH Zurich
94682334.0,MIT
1863768.0,UPC
6269761.0,Barcelona Supercomputing Center
66653937.0,Amazon
2242918047.0,UPC
135740644.0,Google
2407026.0,Google
2250826487.0,Amazon
1728933.0,ETH Zurich
8372238.0,ETH Zurich
2105489375.0,MIT
4801172.0,Amazon
94865927.0,ETH Zurich
2159432227.0,MIT
89493869.0,MIT
5810378.0,ETH Zurich
2111206798.0,MIT
152372634.0,Amazon
145079559.0,Barcelona Supercomputing Center
2065101302.0,UPC
23683368.0,Google
100896071.0,Google
12521505.0,MIT
50418962.0,ETH Zurich
2056181172.0,Amazon
39855545.0,ETH Zurich
2110224695.0,UPC
146199409.0,ETH Zurich
92656516.0,Google
2212340.0,UPC
88544399.0,MIT
2266846734.0,ETH Zurich
6975916.0,MIT
93327683.0,ETH Zurich
66750707.0,Amazon
95549223.0,MIT
1486177497.0,MIT
2145953834.0,MIT
2273550430.0,Amazon
145539848.0,MIT
121663378.0,Barcelona Supercomputing Center
3860528.0,MIT
2053843340.0,UPC
2070756993.0,ETH Zurich
112949780.0,MIT
3727649.0,ETH Zurich
91744760.0,Barcelona Supercomputing Center
4289131.0,MIT
2117477952.0,ETH Zurich
31570782.0,MIT
50161015.0,ETH Zurich
52554440.0,Google
48318169.0,Barcelona Supercomputing Center
1709976.0,UPC
3812826.0,MIT
83373752.0,Google
13010196.0,Google
47243558.0,Amazon
48994600.0,Amazon
122575812.0,UPC
47733304.0,Google
66952418.0,UPC
108286962.0,ETH Zurich
6526816.0,Google
1484033886.0,Google
70647123.0,MIT
36858123.0,Google
40540660.0,Amazon
3252297.0,UPC
50507940.0,UPC
6278013.0,Barcelona Supercomputing Center
23282309.0,MIT
1737692.0,UPC
102537698.0,Barcelona Supercomputing Center
34062971.0,Google
48817612.0,ETH Zurich
2109087910.0,UPC
90356917.0,Amazon
2268056745.0,UPC
104335221.0,MIT
26983242.0,ETH Zurich
143951719.0,MIT
30612729.0,UPC
48033278.0,UPC
2202780.0,Barcelona Supercomputing Center
46307293.0,ETH Zurich
47302557.0,MIT
145341138.0,UPC
1521517836.0,UPC
3463418.0,Amazon
81433851.0,ETH Zurich
2144715617.0,Google
46338702.0,Amazon
103296798.0,Barcelona Supercomputing Center
2500345.0,Amazon
118049120.0,Google
4306950.0,ETH Zurich
117440562.0,Google
3212761.0,Google
1399511395.0,ETH Zurich
82381217.0,UPC
13608644.0,Amazon
5217166.0,Amazon
118566253.0,MIT
143767686.0,ETH Zurich
81783252.0,Amazon
49881130.0,ETH Zurich
145490521.0,Barcelona Supercomputing Center
2243033549.0,MIT
4992560.0,MIT
14158039.0,Google
2082808341.0,UPC
12469693.0,Google
102662663.0,Google
21210699.0,Amazon
91091755.0,Amazon
1758555.0,UPC
152249084.0,UPC
1891510.0,Amazon
3986628.0,Amazon
50884628.0,Amazon
134119092.0,UPC
2552624.0,ETH Zurich
2028815550.0,UPC
2078747179.0,ETH Zurich
2256071926.0,Barcelona Supercomputing Center
12019344.0,Barcelona Supercomputing Center
3105773.0,Amazon
49030558.0,Barcelona Supercomputing Center
87327608.0,Barcelona Supercomputing Center
3278147.0,MIT
2132593162.0,ETH Zurich
136345530.0,Barcelona Supercomputing Center
35883329.0,Barcelona Supercomputing Center
7723458.0,Google
118488932.0,Amazon
49267240.0,Google
14866924.0,MIT
2134077.0,Barcelona Supercomputing Center
91519211.0,Amazon
1519599869.0,MIT
1999935996.0,Barcelona Supercomputing Center
29140713.0,UPC
67286006.0,ETH Zurich
14565371.0,Google
116213854.0,Amazon
15581015.0,Barcelona Supercomputing Center
108287572.0,Google
96897934.0,MIT
2058816780.0,ETH Zurich
2865426.0,Google
2152505301.0,Barcelona Supercomputing Center
144790455.0,UPC
14744936.0,UPC
32886107.0,Google
2053225886.0,ETH Zurich
83992136.0,Barcelona Supercomputing Center
146140774.0,Google
135769832.0,Amazon
9834604.0,MIT
108803411.0,ETH Zurich
113038143.0,UPC
2204329537.0,UPC
134306513.0,Google
3509576.0,MIT
95826347.0,UPC
2172847.0,Barcelona Supercomputing Center
1401466788.0,UPC
10429387.0,Amazon
2713211.0,MIT
2271835379.0,MIT
48355114.0,Barcelona Supercomputing Center
145600565.0,Amazon
49060634.0,UPC
88172939.0,UPC
47335842.0,MIT
47956125.0,Barcelona Supercomputing Center
104882940.0,Google
4746667.0,UPC
2058526580.0,UPC
116426542.0,Barcelona Supercomputing Center
145100332.0,Barcelona Supercomputing Center
152569694.0,UPC
4143870.0,Google
1691044.0,MIT
2131851654.0,Google
121864631.0,MIT
104957079.0,Amazon
2340919346.0,ETH Zurich
2057250144.0,ETH Zurich
4441512.0,Google
47999129.0,ETH Zurich
2081029524.0,MIT
1784090.0,MIT
49252217.0,UPC
49337711.0,MIT
3420411.0,MIT
13371686.0,MIT
51456805.0,Amazon
1734119.0,MIT
2310241818.0,Barcelona Supercomputing Center
1671234523.0,Amazon
1393760146.0,UPC
2053593043.0,Barcelona Supercomputing Center
1455688063.0,Google
1401483753.0,UPC
2219784421.0,UPC
35355670.0,MIT
122171591.0,UPC
4456520.0,Amazon
88967881.0,ETH Zurich
31053822.0,Amazon
2097480266.0,MIT
31657753.0,MIT
3078043.0,Amazon
1825292527.0,Google
2143870174.0,Amazon
91588770.0,Amazon
95887634.0,UPC
2108333001.0,UPC
34508613.0,Amazon
2161128057.0,Amazon
6612014.0,MIT
4037132.0,Google
5392565.0,ETH Zurich
91286905.0,UPC
9853774.0,Google
13093031.0,UPC
2057773913.0,Barcelona Supercomputing Center
80441660.0,MIT
2046683816.0,Google
120793189.0,UPC
81527052.0,Google
2072952878.0,Barcelona Supercomputing Center
101012940.0,UPC
2111195443.0,Barcelona Supercomputing Center
88210256.0,Google
16331921.0,ETH Zurich
2108822760.0,Google
145210310.0,Barcelona Supercomputing Center
46693493.0,ETH Zurich
144476444.0,Google
2070032793.0,Amazon
3007451.0,ETH Zurich
34727509.0,UPC
90340075.0,UPC
91219367.0,UPC
50655108.0,Amazon
144046643.0,Amazon
1380576010.0,Amazon
1703324.0,UPC
2007568279.0,Google
2114362846.0,ETH Zurich
2245705242.0,ETH Zurich
2113773041.0,Barcelona Supercomputing Center
2803310.0,UPC
123464908.0,Amazon
103645716.0,Barcelona Supercomputing Center
1474662965.0,ETH Zurich
47949128.0,Barcelona Supercomputing Center
2137559672.0,UPC
82301449.0,ETH Zurich
119387520.0,ETH Zurich
7465342.0,Barcelona Supercomputing Center
1413463429.0,Amazon
1665922190.0,Barcelona Supercomputing Center
2153689282.0,Barcelona Supercomputing Center
32018454.0,Barcelona Supercomputing Center
2129594808.0,Amazon
1399209343.0,ETH Zurich
1391185715.0,UPC
10167967.0,Amazon
1420227743.0,MIT
2113592343.0,Google
144223944.0,UPC
114773069.0,Barcelona Supercomputing Center
2157210195.0,UPC
7692211.0,ETH Zurich
145396405.0,Barcelona Supercomputing Center
2108610.0,ETH Zurich
145793821.0,UPC
2072245016.0,Barcelona Supercomputing Center
5115969.0,Google
2177193011.0,UPC
80290412.0,Barcelona Supercomputing Center
104495903.0,UPC
3924449.0,UPC
2562711.0,MIT
52124053.0,ETH Zurich
74410806.0,Amazon
40221273.0,Google
103706388.0,MIT
152496861.0,Google
2302929765.0,Google
2267400455.0,Amazon
92849096.0,Barcelona Supercomputing Center
2305994774.0,Google
48203595.0,ETH Zurich
97614606.0,Barcelona Supercomputing Center
1872431.0,Google
2094501685.0,ETH Zurich
123601424.0,Google
46466992.0,ETH Zurich
144002813.0,Google
39527243.0,Amazon
147709199.0,MIT
47204431.0,Amazon
39114372.0,UPC
116711931.0,MIT
145123910.0,ETH Zurich
2111068981.0,Google
21689522.0,Amazon
47507227.0,Barcelona Supercomputing Center
2215367043.0,ETH Zurich
2111010115.0,Barcelona Supercomputing Center
152873548.0,Google
8506735.0,ETH Zurich
3616127.0,UPC
119024310.0,MIT
2145953740.0,Barcelona Supercomputing Center
2123739992.0,Amazon
49030897.0,Amazon
47304181.0,UPC
46721533.0,UPC
100613084.0,Barcelona Supercomputing Center
1678749.0,ETH Zurich
3625137.0,ETH Zurich
147404455.0,Amazon
96084707.0,Amazon
9947918.0,ETH Zurich
40627456.0,UPC
2550622.0,ETH Zurich
1423724600.0,MIT
2281616551.0,UPC
152516593.0,MIT
2317422965.0,UPC
14942299.0,Barcelona Supercomputing Center
2110286159.0,ETH Zurich
152345799.0,MIT
2237799846.0,UPC
34781879.0,UPC
1484324880.0,Barcelona Supercomputing Center
91724254.0,Amazon
1766338.0,UPC
145893247.0,Barcelona Supercomputing Center
2152879479.0,Amazon
3810830.0,UPC
1581710151.0,Barcelona Supercomputing Center
144325769.0,Barcelona Supercomputing Center
16271026.0,MIT
2257215790.0,Amazon
2077329710.0,ETH Zurich
31273794.0,Amazon
36439272.0,Amazon
2151811077.0,Google
92409618.0,Amazon
144461073.0,UPC
49661510.0,Barcelona Supercomputing Center
48675623.0,ETH Zurich
3474825.0,Amazon
69474723.0,Amazon
153773431.0,Google
1750345.0,UPC
5267378.0,ETH Zurich
147131843.0,ETH Zurich
2294296795.0,Google
2113501289.0,Google
144307147.0,UPC
73604816.0,MIT
115147915.0,ETH Zurich
49169003.0,Amazon
144990872.0,MIT
2068431675.0,Google
91032688.0,Google
3299939.0,UPC
47315834.0,Google
8330808.0,Amazon
2837615.0,ETH Zurich
30918119.0,MIT
16751816.0,MIT
4635849.0,Google
16190487.0,MIT
1982805.0,UPC
32432954.0,MIT
2055293991.0,MIT
49303189.0,Barcelona Supercomputing Center
113783429.0,Google
2264103931.0,Google
8439352.0,UPC
49019808.0,UPC
2076918295.0,ETH Zurich
12762462.0,Google
2139160959.0,Amazon
1793830.0,Amazon
2072365979.0,MIT
2146043628.0,MIT
2109899634.0,Amazon
2077037171.0,MIT
144458698.0,Barcelona Supercomputing Center
32825358.0,Amazon
144773547.0,Amazon
146998158.0,UPC
33805706.0,Amazon
144108545.0,Barcelona Supercomputing Center
122843448.0,UPC
93030505.0,Amazon
6903017.0,UPC
4875781.0,Amazon
48438399.0,Amazon
73581617.0,UPC
108352563.0,Google
92618604.0,ETH Zurich
1393668031.0,Barcelona Supercomputing Center
2214663909.0,Amazon
103053200.0,Google
48736872.0,Google
2297688665.0,Barcelona Supercomputing Center
4274996.0,UPC
15067434.0,Google
2089241772.0,Amazon
52279433.0,ETH Zurich
145977185.0,MIT
47302736.0,Amazon
7163321.0,Google
2927138.0,Google
9914334.0,Google
2050941156.0,ETH Zurich
77867731.0,Google
2156493637.0,ETH Zurich
4388539.0,ETH Zurich
79827922.0,ETH Zurich
4975904.0,ETH Zurich
29324351.0,ETH Zurich
92824559.0,MIT
145632931.0,ETH Zurich
146755709.0,UPC
27243856.0,Amazon
13028700.0,Amazon
2340913193.0,Amazon
135334218.0,MIT
66677541.0,ETH Zurich
17308655.0,Google
40804109.0,Barcelona Supercomputing Center
33620516.0,ETH Zurich
2128920611.0,ETH Zurich
83632534.0,UPC
101616718.0,Amazon
1422110949.0,UPC
2109346288.0,Amazon
2090707345.0,Google
2346978807.0,Amazon
2342568216.0,Barcelona Supercomputing Center
4645287.0,UPC
6402114.0,MIT
123914815.0,Barcelona Supercomputing Center
116185712.0,Amazon
46718449.0,UPC
2164693127.0,MIT
2068118699.0,Barcelona Supercomputing Center
3397099.0,Barcelona Supercomputing Center
52299638.0,MIT
38728759.0,UPC
52343545.0,ETH Zurich
7251534.0,MIT
2078664385.0,Amazon
2084285998.0,UPC
79802763.0,Google
91681091.0,Barcelona Supercomputing Center
2146071378.0,ETH Zurich
107776262.0,Barcelona Supercomputing Center
2644247.0,Google
145031419.0,Amazon
113472241.0,MIT
8766083.0,MIT
144898351.0,Google
72602194.0,Google
29438618.0,Barcelona Supercomputing Center
2152767922.0,Barcelona Supercomputing Center
116895784.0,ETH Zurich
1720124.0,Amazon
66627403.0,Google
2085320162.0,UPC
2055858957.0,Amazon
91004341.0,Barcelona Supercomputing Center
49295633.0,UPC
93000047.0,Google
2054409076.0,MIT
2109106678.0,MIT
2081139097.0,Google
135429037.0,ETH Zurich
144467094.0,Amazon
145435311.0,ETH Zurich
88113946.0,ETH Zurich
11922079.0,Amazon
40549118.0,UPC
5530191.0,Amazon
98635401.0,Amazon
15441561.0,MIT
2211646071.0,ETH Zurich
153896010.0,Barcelona Supercomputing Center
134848666.0,UPC
117344797.0,Google
11960796.0,UPC
3127501.0,Amazon
120684120.0,Amazon
2215366841.0,UPC
52590376.0,Google
3003920.0,MIT
2159091481.0,UPC
47314054.0,UPC
1390005409.0,Barcelona Supercomputing Center
50010010.0,Google
108651627.0,MIT
2032434040.0,Amazon
92048430.0,UPC
2081524984.0,MIT
2076086704.0,Barcelona Supercomputing Center
7365216.0,Google
9057010.0,Amazon
1441229114.0,UPC
